publishedAt,authorDisplayName,textDisplay,likeCount
2023-05-05T19:27:59Z,Doko Wahyono,"Asumsi analisa saya cawapres Ganjar adalah mbak puan sebab yg menentukan cawapres Ganjar yaitu BU Mega,bila dari orang dekat p Jokowi asumsi saya p Erik Thohir lihatnya orang kepercayaan pak Jokowi di berbagai even penting❤❤",3
2023-05-06T03:45:39Z,Doko Wahyono,Asumsi kok ngawur terus dg siapa cawapres ganjar,0
2023-05-06T03:34:49Z,Den Mas,"Asumsi ngawur,tapi ya sah2 saja itu asumsimu sendiri😂.Variable penentu cawapres itu lebih kompleks",0
2023-05-06T00:00:01Z,adel,"Jika Puan yg jadi cawapresnya , diprediksi elektabilitas Ganjar bakalan merosot , sejak awal Puan telah mengucapkan ketidak senangan nya terhadap Ganjar sbg pesaing, sehingga hubungan nya dipastikan tidak harmonis ....!!!",2
2023-05-05T19:25:09Z,Syefrudin Lemos,Pilihanku ganjar,1
2023-05-05T19:24:11Z,Reza Demak,jos gandos pk ganjar,3
2023-05-05T19:11:15Z,sunartokades bulurejo,Mantap p Ganjar rakyat cerdas pilih p ganjar,0
2023-05-05T19:20:42Z,Ubai Dillah,Orang jujur dan cerdas pasti pilih pak anis,0
2023-05-05T19:10:47Z,Si ganteng Ganteng,Prabowo sajaaah  .....  Ga mau petugas partai,0
2023-05-05T18:47:17Z,The Jemadu,Amin Smg Allah restui Ganjar Ri 1 2024...kita dukug org baik jujur bersahaja peduli rakyat...Ganjar sahabat rakyat.,1
2023-05-05T18:27:30Z,ucup chanel(mie ayam deso),Ganjar pranowo sak jos e,1
2023-05-05T18:23:27Z,Suhaedi Eddi,Alhamdulillah... Semoga BPK Ganjar Pranowo Presiden 2024..😍🤲,2
2023-05-05T23:47:11Z,Mawar Merah,​​@Ubai Dillah <br>Doamu jelek smg kembali pd dirimu yg mendoakan....!!.<br>AMIN....🤲🤲<br>ALLAH mh adil....!!,1
2023-05-05T19:02:50Z,Ubai Dillah,Semoga ganjar tdk jadi presiden brroo,0
2023-05-05T18:22:16Z,Rey,Jokowi di hati GP di nanti  ♥️🇮🇩,2
2023-05-05T18:15:26Z,Moh Rojikan,Saya 6 orang semuanya pilih <br>Pak ganjar pranowo presiden,0
2023-05-05T19:10:07Z,Ubai Dillah,Dan saya juga 10 org pilih pak Anis,1
2023-05-05T18:13:26Z,Al fatih,"Jika 2 putaran ganjardrun bakal nyungsep,krn suara anis beralih ke prabowo,krn tdk mgkin suara anis ke ke ganjar.",1
2023-05-05T23:51:37Z,Mawar Merah,Doa dr RAKYAT Idonesia untuk pak GANJAR bisa terpilih jadi presiden smg diijabah ALLAH....☝️☝️🇮🇩🇮🇩👍👍<br>AMIN...🤲🤲<br>ALLAH mh kuasa segalanya klo ALLAH sdh berkehendak siapa yg bisa melawan....??<br>☝️☝️☝️💥💥💥,1
2023-05-05T18:08:54Z,Veri penjara,Kami tak percaya survei karna survei pakai uang,2
2023-05-05T17:56:34Z,Garuda Api,GAMA 👉GANJAR 🇮🇩 MAHFUD 🇮🇩❤,12
2023-05-06T00:54:29Z,ANDI IBROHIM,​@Amel Delifa anis- novel😮,1
2023-05-05T22:29:31Z,Amel Delifa,"lebih cocok , ganjar puan , atau ganjar jokowi , COCOK👍",0
2023-05-05T17:55:45Z,Simon Jallu,ANDAI YOHANNES ANIS RASHID BASWEDAN GAGAL NYAPRES DI INDONESIA GAK TERLALU MASALAH MASIH ADA HARAPAN IKUT PILPRES DI YAMAN,0
2023-05-05T17:52:35Z,David Siregar,Ganjar Pranowo Pancen Oye. Mantap Tenan 👍,4
2023-05-05T17:48:33Z,Faried Elino,Joss pak Ganjar🔥,6
2023-05-05T17:45:31Z,Johari Ami,Semuga Alloh swt<br>Meridhoi pak GANJAR PRANOWO menjadi RI 1<br>AAMIIN AAMIIN AAMIIN YA ROBBAL AALAMIIN,1
2023-05-05T17:44:58Z,Masa Depan,"Jangan terobsesi dg lembaga survey bayaran oligarki, ingat 2004 buk mega selalu unggul survei tapi kok pak SBY yg menang, 2014 pak Prabowo unggul 6 lembaga survey nyatanya pak Jokowi yg menang, di dki pak ahok selalu unggul survei tapi kok mas anis yg menang, sampai disini kau masih percaya lembaga survey bayaran oligarki??? Sekarang fakta nya rakyat butuh perubahan bukan pencitraan",2
2023-05-05T17:44:04Z,NG Slanker,Prabowo-Mahfud MD 2024 pasti saya COBLOSSS.,0
2023-05-05T17:43:15Z,Ayu Pertiwi,Tetep PK Anis baswedan,2
2023-05-05T17:35:34Z,Ran Mouri,Sepertinya ada yg akan kembali ke habitat menjadi oposisi sejati 🤭,0
2023-05-05T17:32:18Z,Kepler Bintang,"Udh 7 bulan si Anis ini deklarasi tapi rating nya gk naik2 dan tetap urutan buncit pdahal udh keliling Indonesia,gimna mau menang",0
2023-05-05T17:31:37Z,Supri Adi,"Dulu dikampung saya setelah deklarasi Jokowi banyak warga yang antusias membuat posko tapi sekarang setelah deklarasi Ganjar sepi tidak ada respon, karena aura pamor dan wibawanya ganjar tidak SEISTIMEWA JOKOWI",0
2023-05-05T17:26:44Z,Pariman Cs,In sya alloh ganjar,2
2023-05-05T17:24:52Z,Edi Sugiyanto,"Pak Ganjar calon presiden terbaik 2024, pendeng gepeng pilih pak ganjar, Insya Alloh",3
2023-05-05T17:21:27Z,Kuswandi,"Semoga capres yg lain tetap sehat dan turut berdo&#39; a, biar Pak Ganjar saja yg jadi PRESIDEN!<br>😂😂😂😂😂😂😂😂😂😂😂😂😂Hareudang....hareudang....hareudaaangngng.....nanas...nanas...nanaaassss......",0
2023-05-05T17:21:18Z,RFA CHANNEL,Pembodohan dan pembohongan publik survey ARB selalu kalah karena membela yang bayar padahal di lapangan ARB selalu di tunggu tunggu rakyat..,1
2023-05-05T17:20:47Z,Sang Pengelana,Ganjar Pranowo ternyata menerima anu Mega proyek E-KTP 😮😮,1
2023-05-06T13:12:17Z,Sang Pengelana,"@Mawar Merah bukan fitnah tapi nyata,, Nazaruddin jujur pa adanya krna posisi di tersangka bohong tiada gunanya,, mungkin Ganjar dilindungi petinggi partai yang saat itu sedang berkuasa 😂",0
2023-05-05T23:40:26Z,Mawar Merah,Mulai menebar HOAK &amp; FITNAH....☝️☝️💥💥<br>Smg ALLAH segera  memberikan ganjaran &amp; keadilan pd org2 yg sirik &amp; suka menyebar Fitnahan ini....<br>AMIN....🤲🤲,1
2023-05-05T17:20:15Z,Aimar Adistyo,Petugas partai ...no petugas Rakyat ...ok...Anies masa depan perubahan dan persatuan no nurut sama oligargi,0
2023-05-06T05:57:59Z,backbone,nies juga petugas  partai dr nasdem,0
2023-05-05T17:16:06Z,Aimar Adistyo,"Survei ....pesanan sudah di setting bro , ....",1
2023-05-05T17:15:10Z,Tomi Kartomi,Preed,0
2023-05-05T17:15:08Z,Rais Rosadi,Percaya sama survai..<br>Bukti rakyat menginginkan pak Anis,1
2023-05-05T17:13:35Z,Didik kuswandi,Bagi yg tidak suka pasti bilang survei bisa dibeliiiii ...,2
2023-05-05T17:09:40Z,yayan alfian,Ganjar puan for presiden 2024,0
2023-05-05T17:08:14Z,Reza Pahlevi,Dari 2019 semua org udah tau.. semua media di kuasai,1
2023-05-05T17:02:51Z,Ahmad Holian,prabowo lah org nya tulus dan iklas,0
2023-05-06T05:46:31Z,backbone,"Prabowo orang yg otoriter,berbahaya buat kelangsungan sistem demokrasi di indonesia",0
2023-05-05T17:00:41Z,Rudy H Worotikan,"Prabowo Subianto petugas rakyat bukan petugas partai &amp; Prabowo Subianto Presiden RI 2024, Amin 🙏",1
2023-05-05T17:00:26Z,HARRY NOTOPROJO,Ganjar pranowo capres pilihan terbaik,2
2023-05-05T16:58:45Z,Chairul B,Pak Ganjar 🤲🏻,7
2023-05-05T16:57:51Z,Nyoman Susanto,Ayo bersama Ganjar Pranowo RI1,4
2023-05-05T16:55:57Z,pecinta alam Sumatra 99,"Namany lah surve 😂😂😂 penghargaan aja dadakan ,setelah di calonkn tiba&quot; jateng di sebut terbaik ,,,padhal belum lama trimedia katakan jateng masuk 17 provinsi termiskn ,puan juga mengatakan di jateng jarang mandi ,,,kan sesuatu yg aneh kok tiba&quot; terbaik ,,,,hanya orang bodoh yg bisa di bodohi pecitraan",2
2023-05-05T16:55:09Z,Suyanto Barkah,apapun suku dn golongan nya gp lah persiden nya,0
2023-05-05T16:54:29Z,Ira Ari,Alhamdulillah Ganjar selalu naik!❤🤟👍,30
2023-05-06T04:39:50Z,Surya Taufik,Naikkan angka kemiskinan dipropinsinya,1
2023-05-06T01:58:42Z,La' Viory,Aamiin YRA,0
2023-05-06T00:06:09Z,Gibernau 27,Putaran ke 2 suara anies di berikan kpd prabowo😅😅😅,1
2023-05-05T23:18:18Z,Sidik Komaruddin,alhamdulillah anies selalu turun.,1
2023-05-05T16:54:08Z,Nyonya Arzu Emiroglu,Alhamdulillah elektabilitas Pak Ganjar masih teratas semoga sehat selalu dan terus naik 📈💪🥰🇮🇩🙏🤟,29
2023-05-07T22:30:36Z,N Meci,Jadi ingat pilgub dki. Hasil survey anies ditempatkan di urutan buncit tapi akhirnya jadi pemenang😂😂,0
2023-05-07T06:34:53Z,אַבְרָהָם,Preeet😂😂🤣🤣,0
2023-05-06T01:51:51Z,Petrus Petrus,@H Sujak sakit hati ya,2
2023-05-06T01:51:21Z,Petrus Petrus,@Ubai Dillah sakit hati ya,2
2023-05-06T00:51:43Z,ANDI IBROHIM,​@Ubai Dillah daripada meluk istri orang bukan muhrimnya😊😅😮😢😂,1
2023-05-05T16:51:45Z,Dodi Sahputra,Ganjar Pranowo,2
2023-05-05T16:50:43Z,BAKA DEPAI,"2 x gak milih pak Prabowo, kali ini saya pastikan dan yakin memilih pak Prabowo.<br>2024 PRABOWO R1 🙏",0
2023-05-06T05:47:29Z,backbone,Mengapa??pdhal keliatan se x orangnya emosional sehingga cenderung bersikap otoriter,0
2023-05-05T16:49:16Z,Amel Amel,Saya tinggal di Aceh...saya dukung Pak Ganjar..,2
2023-05-06T05:55:18Z,backbone,"Saya tinggal dijakarta dan lahir dijakarta maka gak akan pilih pemimpin yang suka membual seprtti anies karena sudah mengecewakan dalam menjanjikan rumah dp 0 Rp dan prgram oke oce serta reklamasi yg brrjalan lg setlah dulu.wktu kampanye ditolaknya,lalu banyak.lagi kinerja yg mengecewakannya",0
2023-05-05T19:15:52Z,Ubai Dillah,Dan saya juga tinggal di Banten saya dukung pak Anis,1
2023-05-05T16:55:43Z,Alma Muhamad,Saya tinggal di Banten siap dukung Bapsk ANIES RADYID BASWEDAN,1
2023-05-05T16:48:43Z,TONI DS SUHARTONO,BoooHiiiRRRR 👏👍🏾,0
2023-05-05T16:48:25Z,Dema Rahmah,tetap pak ganjar RI 1 2024 ❤️🇲🇨,2
2023-05-05T16:47:33Z,Tar Sono,Ooh gitu ya... komennya pada lucu dan imut 😆😆😆😆😆,0
2023-05-05T16:42:35Z,Ms,Hahahaha,0
2023-05-05T16:42:34Z,supardi pardi,sekali Ganjar tetep Jos,24
2023-05-06T12:19:33Z,cintai musik indo,@Olun Setrum kadrun apalagi bisa jadi gurun pasir indonesia jangan pilih anis dan partai2 kadrun,0
2023-05-06T12:10:40Z,Olun Setrum,Siapapun presiden nya jgn pilih banteng,0
2023-05-06T04:55:09Z,Darmawan M,​@Ubai Dillahy...bakalan keok lg di 2024,0
2023-05-06T04:19:17Z,cintai musik indo,@deAthoo_Channel itu survey sebelum 21 april dodol wktu upaya si nurdin kualisi besar koar2 wkwkwkwk mana nurdin sekarang ngumpet dia,0
2023-05-06T04:11:48Z,deAthoo_Channel,Ganjar kalah head to head lwn prabowo 49% vs 40%,1
2023-05-05T16:41:42Z,Irwan Kertajaya,Wkwkwk,0
2023-05-05T16:40:29Z,xpander 89,JANGAN  JADI PATOKAN SURVAI  KARNA SURFAINYA SUDAH HAMIL DULUAN   NANTI KALAU LAHIRNYA HASIL DI LUAR NIKAH HASILNYA BUDEQ  POLONGAK PLONGOK KAYAK AYAM DI KEBIRI   MAKA DARI ITU  JAWABANYA  ANESLAH ORANG YANG PANTAS  R1        1,2
2023-05-05T16:38:27Z,Emma Emma,GANJAR PILIHAN JOKOWI...KEMAMPUAN PRESTASI DAN WAWASANNYA JAUH MELEBIHI ANIS DAN PRABOWO...GANJAR RI 1 SI 2024....,0
2023-05-05T16:37:45Z,KEDUNG AVO PATI,"Ijin tanya,diantara tiga calon presiden tersebut yg bukan petugas partai yg mana ya??? Terimakasih...",1
2023-05-06T05:45:31Z,backbone,Yg namanya petugas partai itu emang salah?? Pdhal partai berbeda beda ideologis dan gaya berpolitiknya.....seperti pdi perjuangan yg menerapkan idealisme dalam berpolitik sedangkan partai partai lainnya malah ada yang berpolitik pragmatisme,0
2023-05-05T16:35:54Z,binetf,"biarlah yang satu out dari jokowi, mungkin sedang beli gorengan yang masih butuh minyak goreng",0
2023-05-05T16:32:49Z,Uslan Noor Saidi,"Hasil survei tinggi namun tidak pede,  seperti takut dengan Anies Baswedan",3
2023-05-06T10:55:17Z,Tulus Wijanarko,"Apa yg di takuti dr Anies,,, kl kalah jgn bikin huru hara ya,,, jgn menyalahkan Tuhan,,",0
2023-05-05T16:32:42Z,Sudarmadji -,"<b>GANJAR 55, 7 PERSEN, GANJAR SEMAKIN TAK TERTANDINGI❤❤❤</b>",56
2023-05-07T12:42:51Z,Rdn Nids,"@Indar Jaya <br>Haduh, benar2 kebodohan lu sangat natural...istilah survey aja ga faham...<br>Parah lu drun....!!!",0
2023-05-06T12:47:06Z,Indar Jaya,@Moch Mahrus Mahrus kalau memang betul hasil nya lembaga surve ngapain masarakat yg nyoblos. Lembaga surve aja yg pilih presiden.,0
2023-05-06T12:41:08Z,Felisha Rachma,"Jgn prcaya lembaga survey ttg ganjar yg tratas,,anies apalagiii,?<br>gk percaya blaaaaass gadaaass...🙈",0
2023-05-06T12:37:22Z,Moch Mahrus Mahrus,​@Petrus Petrus kecuali sevenya tvone😂😂😂,0
2023-05-06T12:36:43Z,Moch Mahrus Mahrus,​@Haris Ombol tapi semua surve hampir semuanya sama dengan presiden yang menang.,0
2023-05-05T16:29:43Z,Ya yuk,Alhamdulillah Pak Ganjar sll unggul.. 👍👍 muda mudahan bisa menjadi Presiden RI 1 💪🇮🇩,7
2023-05-06T00:17:45Z,adel,"Jangan dulu berpuas diri, Ganjar cs masih bisa dikalahkan pada putaran kedua berlangsung .!!!",1
2023-05-05T21:37:28Z,Prabu Kiansantang,Amiin YRA🤲,0
2023-05-05T16:28:50Z,Radi Lasgab,Liat aja masarakat pilih aneis,3
2023-05-05T16:28:43Z,Desa chanel Official,GANJAR PRANOWO YESSS...,3
2023-05-05T16:27:20Z,Deni rahman,Mantap mas ganjar walau di kepung calon lain masih tertinggi kerja terus biar hasilnya memuaskan semoga menang,19
2023-05-06T04:15:35Z,deAthoo_Channel,Ganjar kalah head to head lwn prabowo 49% vs 40%😂😂,1
2023-05-05T23:35:04Z,Prabu Kiansantang,@Mawar Merah amiin🤲🙏,0
2023-05-05T23:25:38Z,Mawar Merah,​@Prabu Kiansantang Amin....ya robbil alamin....🤲🤲<br>Smg doa kita semua di ijabah ALLAH....🙏🙏,2
2023-05-05T21:35:26Z,Prabu Kiansantang,Amiin🤲,0
2023-05-05T16:27:11Z,Kanjeng Syech,Mantab ❤❤ ganjarrr,4
2023-05-05T16:24:51Z,Indro Pramudianto,Aku pilih yg muda dan pekerja keras melebihi BP Joko Widodo dalam meneruskan apa 2 yg sekarang dah dirintis Presiden kita,0
2023-05-05T16:23:11Z,Suyamto Zone,Prestasi ganjar jauh di banding prabowo... Tetap prabowo presiden,0
2023-05-05T16:23:09Z,Achmad Mudjajin,"ahok unggul disemua survey....kok anies menang mutlak, jangan2 surpa surpee ini hasilnya akan copas dki....Anies the next, cebi2 dilarang baper!",2
2023-05-05T16:22:38Z,ISLAM RAHMATAN LIL ALAMIN,survei nya beda2 yah,1
2023-05-05T16:22:15Z,kami Indonesia tulen🇮🇩,Ganjar pancen oyyee....<br>Saya yakin Indonesia 100 tahun mendatang akan selalu di pimpin suku Jawa (🙏🏻)<br>Walaupun saya marga bancin ☺️😁,26
2023-05-08T07:05:16Z,kami Indonesia tulen🇮🇩,"@bikin video kenapa lu bro 😂😂<br>Jawa gak punya sumber daya alam, tapi punya sumber daya manusia Bambang 🤣🤣🤣<br><br>Saya juga orang Sumatra.<br>Kau Sumatra mana??<br><br>Tetapi realitas nya mmg demikian,suku Jawa masih sangat mayoritas, dan insyaallah mereka akan cenderung memilih keturunan Jawa Asli lah.<br>Bukan kW kW.<br>Darah nya setitik pun tak ada rasa Indonesia nya (sorry ya)<br><br><br>Mau bantah silahkan, tapi pakai narasi yang enak,biar debat nya asik.<br>Monggo....",0
2023-05-08T00:29:13Z,bikin video,"Emang Indonesia Jawa doang bos, orang Jawa kalo ga ada sumatera dan Kalimantan ga makan bisa kelaparan. Industri di Jawa batubara dari Kalimantan, minyak goreng Jamet dari sumatera jawa pulau miskin ga punya sumber daya alam apa2 orang Jawa bisa makan karna memeras sumber daya alam Kalimantan dan Sumatera",0
2023-05-07T23:45:40Z,La' Viory,@slimshady08 fitrianaim 👍👍👍,0
2023-05-06T11:15:23Z,Suhanda Wanda,​@Ubai Dillah mana buktinya yg udah bisa bikin maju Indonesia kecuali jokowi,0
2023-05-06T04:58:43Z,Fajar Nugraha,Aku suku rorombeheun merasa terhina masa jawa terus,0
2023-05-05T16:22:03Z,Suyamto Zone,Prabowo presiden...,0
2023-05-05T16:21:56Z,Juhairiyanto Ajha,1Juli...MERAHKAN INDONESIA  ...GANJAR PRANOWO...JOZZZZ👍👍👍😄,6
2023-05-05T16:21:56Z,Suswanto 99,Indramayu hadir Ganjar semakin di depan salam banteng 🤟,8
2023-05-08T05:01:24Z,bray,Gada kapoknya pilih banteng,0
2023-05-05T16:20:04Z,Muhamad Husein,"Jangan  pilih  Kadrun , wkkwkkw",1
2023-05-05T16:19:03Z,Ontho Hoed Chanel official,Si uban Ganjar cocoknya jadi duta film Jepang 😁😁😁,5
2023-05-05T16:18:05Z,Anwar Bey,"Survey bayaran itu hanya utk menggiring opini publik, faktanya nanti akan kita buktikan 14 feb 2024...Insyaallah ANIES yg menjadi PRESIDEN sejatinya saat ini elektabilitas ANIES sdh sulit utk dikejar.",0
2023-05-05T16:17:59Z,Rohima Tina,Saya pilih pk Anies Baswedan for RI 1 👍,2
2023-05-05T16:17:44Z,Mlatikudus 5a,Tetep ganjar,3
2023-05-05T16:17:23Z,Ahmad Khoiruddin,Pokoknya RI1 no cendana no cikeas👊👊👊❗️❗️❗️❗️,6
2023-05-06T03:03:39Z,Zaky Zaky,​@Mawar Merah S7 no kadrun Yohanes basedan,1
2023-05-05T23:33:44Z,Mawar Merah,Betul skl....&amp; sangat se 7 skl....👍👍🇮🇩🇮🇩<br>Pak GANJAR sll di nanti di 2024....<br>Untuk memimpin NKRI....!! 🇮🇩🇮🇩👍👍<br>AMIN...🤲🤲,1
2023-05-05T16:17:20Z,Mlatikudus 5a,Walaaupun 1000  survey mmenangkan  ganjar xan bkal di hujat para kadrun,3
2023-05-06T09:30:50Z,Mlatikudus 5a,@Ubai Dillah pki kadrun 11 12 bedanya pki dah lenyap di telan bumi kl kadrun msih mengais2 mncari makan,0
2023-05-06T03:07:34Z,Zaky Zaky,Kadrun sok keras 😂😅,0
2023-05-05T19:04:42Z,Ubai Dillah,Sebentar lg banyak yg jadi kadrun dadakan..saya suka di bilang kadrun dari pada pki penghianat bangsa broo,0
2023-05-05T16:17:10Z,Ahmad Khoiruddin,"prabowo no, apalagi anis keturunan kadrun bodoh itu , POKONYA NO👊❗️❗️❗️ , pokonya  Harus pribumi asli dan itu hanya ada pada pakde Ganjar👍👍👍",0
2023-05-05T16:17:03Z,Jamal Udin,Hanya bisa ketawa aja...hahHHaa,1
2023-05-05T16:16:55Z,Ahmad Khoiruddin,"Mosok presiden kok duda (nggak punya istri, nggak ada ibu negara berarti😅), udah mbah2 lagi, nggak lucu😅<br><br>Apa nggak malu kalau mbah wowo kalah EMPAT KALI🤭 ...",0
2023-05-05T16:16:38Z,Zaidan Revi,Inssa Allah pak ANIS pasti jadi persiden kita,1
2023-05-05T16:16:16Z,AHMAD HS  GP RI 1 2024,Siap berjuang untuk Kemenangan Ganjar Pranowo untuk menjadi Presiden tahun 2024,21
2023-05-06T12:38:10Z,La' Viory,Siappp,0
2023-05-06T00:57:27Z,Rafanda 2018,ora milih,0
2023-05-05T22:32:14Z,Amel Delifa,"GAK MAU AH... <br>Takut seperti jokowi , rumah-rumah warga dilibas jadi jalan tol , yang merugi terliunan itu ,",0
2023-05-05T21:36:15Z,Prabu Kiansantang,Siap gaskeuuun lurr💪💪,0
2023-05-05T16:16:07Z,Atmopawiro,Ganjar 👍,9
2023-05-05T16:15:48Z,Ahmad Khoiruddin,In syaa Allah Bung ganjar akan semakin naik👍👍👍<br><br>Pokoke gas poll💪,39
2023-05-06T22:59:27Z,Mocci Occ,Presiden bokep,0
2023-05-06T07:28:29Z,Suradi Suradi,​@Ubai DillahAAMIIN,1
2023-05-06T01:57:07Z,La' Viory,Aamiin YRA,1
2023-05-05T18:46:58Z,Ubai Dillah,Semoga ganjar hanya menang di lembaga survai aja..dan insya allah pak anis presiden 2024 saya tulus ikhlas dukung pak Anis.,3
2023-05-05T16:15:16Z,Zaidan Revi,INI TUKANG SURPAI ABAL ABAL JANGAN DI PERCAYA,1
2023-05-05T16:14:14Z,natanael,"Suara Pak Ganjar akan kembali sebelum blunder U20, krn ana salah satu yg sadar. Pilihan hanya GANJAR wae😆",6
2023-05-06T02:49:37Z,putri,Akan terus di ingat rakyat indonesia,0
2023-05-05T18:43:00Z,Bapa Rohim,Betul saudaraku setanah Air <br>Jgn pilih keturunan yaman,1
2023-05-05T16:24:18Z,Rahmat Kartolo,"Gua juga begitu, hati ga bisa diboongin.<br>GP RI 1",1
2023-05-05T16:13:54Z,Zaidan Revi,Ok pak ANIS raykyat Indonesia mendukungmu,1
2023-05-05T16:13:48Z,Nadhifa Ramadani,Pastinya unggul sudah dibayar sorveynya,0
2023-05-05T16:13:12Z,putripanda,biismillah barrakalloh pak ganjar terbaik,6
2023-05-05T16:13:06Z,Luna Lavgood,"Buktikan tidak hanya Gub DKI yang bisa jadi batu loncatan utk jadi Presiden. Ayo para Gubernur, berkinerja dg baik sehingga layak jadi RI 1",2
2023-05-05T18:16:16Z,Al fatih,"Apa kinerja ganjar,pendukung ganjar itu org2 gak punya otak,kalian memilih dia cuma krn,kalian org jawa,kalian org kafir yg benci anis,coba apa kelebihan si rambut putih itu ??",0
2023-05-05T16:13:05Z,karikatur digital,"KADRUN ga akan percaya survei selama junjungannya berada dipaling bawah .. jangankan SURVEI , hasil PEMILU pun mereka ga percaya , tp anehnya mereka masih mau ikut  PEMILU , ibarat BOCIL yg lagi maen PS tau joystik nya rusak tp tetap maksa maen dgn alasan nanti kl kalah ya joystik nya rusak , jadi kl kalah survey atau pemilu pasti di bilang CURANG",8
2023-05-06T04:07:43Z,Lilly Ayunah,Kadrun kebanyakan bodoh,0
2023-05-05T18:41:51Z,Bapa Rohim,Kadron itu salah juga masih dibilang benar <br>Antitesis😂😂😂,0
2023-05-05T16:25:11Z,Rahmat Kartolo,😂😂😂😂 bener juga,0
2023-05-05T16:12:37Z,Zaidan Revi,Pak ANIS  yeees,2
2023-05-05T16:12:34Z,Dunia Print,"ANIES 15% DITAMBAH KEKUATAN DAHSAT DARI PARA KYAI, ULAMA DAN SANTRI...ITU FAKTA DI LAPANGAN.",1
2023-05-05T16:12:19Z,ch ndeso,Kesedihan dengan akan berakhirnya jabatan pak jokowi gini terobati dengan di calonknnya pak ganjar 🤟,10
2023-05-05T16:12:17Z,Zaidan Revi,Bisssmilahhirhomannirohim pilih pk ANIS aja yang jadi persiden Indonesia raya,0
2023-05-05T16:12:14Z,Budi Arman,Tidak bisa pedoman survei bisa di pesan,1
2023-05-05T16:11:32Z,Bunga Adi,Ganjar - Mahfud MD,0
2023-05-05T16:10:56Z,Anita Ananda,"Kalau melihat situasi Dunia yg gonjang ganjing dampak dari Perang di Eropa, di perlukan kepemimpinan Nasonal yg kuat.dan itu hanya ada pada Prabowo S.",0
2023-05-07T04:04:31Z,backbone,"Pidato jokowi dulu jelas bahwa ada bawahan bahwannya yg menginginkannya untukbjd presiden lagi di tahun 2024 namun langsung jokowi tolak koq malah menginstruksikan pak menkopolhukam buat pastikan jadwal pemilu 2024 yang udah direncanakan klo gak salah pd tgl 14 februari 2024. Jadi yg menginginkan jokowi 3 periode itu bukan jokowi namun orang orang yg ada disekitarnya yg punya kepentingan sendiri/golongan buat cuman menyarankan kepada jokowi begitu.<br><br>Justru saya meyakini kalo presidennya sekarang prabowo maka bisa jadi prabowo akan menyetujuinya, gue yakin itu. Karena gue dan anda lihat sendiri tayangan video wawancara jurnalis senior dari amerika yang diwawancarai oleh jurnalis metro tv itu bahwa prabowo tidak setuju konsep politik demokrasi melainkan fasisme karena demokrasi bertolak belakang dengan totoriterian alias otoriter. <br>Karna ada bukti nya itu video wawancara jurnalis asing yg pernah interview prabowo pada tahun 2001 lalu maka ini bukanlah asumsi",0
2023-05-07T03:13:06Z,Anita Ananda,"@backbone mudah2an bukan bermaksud menyindir orang yg merasa memiliki otoritas lalu berpikir otoriter dg mewacanakan perpanjangan jabatan Presiden, belum lama ini.",0
2023-05-07T02:59:58Z,backbone,"Secara singkat, negara demokrasi berarti memberikan kekuasaan tertinggi kepada rakyatnya. Berbeda dengan negara otoriter yang berarti sistem pemerintahan politiknya berpusat pada seorang pemimpin.<br><br>Biasanya, pemimpin otoriter tidak dibatasi dengan aturan hukum dan membuat kebijaan negaranya sesuai kehendak pribadi.",0
2023-05-07T02:55:51Z,backbone,Otoritas itu wewenang yg diberikan dengan mengadakan musyawarah terlebih dahulu namun klo otoriter itu kekuasaan yang sewenang wenang karena emang gak diharuskan untuk melakukan musyawarah dahulu,0
2023-05-06T15:50:21Z,Anita Ananda,"@backbone Otoriter terjadi karena adanya otoritas,dan itu  bisa terjadi dlm bidang apapun, sekala tinggi atau rendah, besar atau kecil.",0
2023-05-05T16:10:22Z,ANTO KOPI,"Kita cari penerus Jokowi, bukan pengganti,",6
2023-05-06T01:06:20Z,neng adit,btul,0
2023-05-05T16:10:08Z,Sabar Pku,pileng saya mas Ganjar Pranowo menang di 2024,3
2023-05-05T16:09:48Z,agus setyawan,Mas Ganjar untuk presiden 2024... tetep putih nggak beralih,7
2023-05-06T03:23:50Z,La' Viory,Pastinya yg ubanan,0
2023-05-05T16:09:25Z,Wahyu Umi,Survenya itu dari mana yaaa.... kalo bisa survenya itu dari desa.....,1
2023-05-05T16:08:51Z,zharah 008,Gsnjsr tetap menang,0
2023-05-05T16:07:06Z,aaaa,"Anis presiden terbaik<br>Ganjar 2 periode Jawa tengah propinsi termiskin,,cari presiden bukan petugas partai tapi petugas rakyat",2
2023-05-06T05:51:21Z,backbone,Gak semua partai itu memntingkan partainya saja.melainkan kepentingan nasional,0
2023-05-05T16:06:59Z,Iskandard Kahard,Apapun hasil surveinya. Bagiku dan keluarga tdk akan pernah memilih partai dan capresnya yg ikut andil dalam kegagalan piala dunia U-20.,1
2023-05-05T16:06:49Z,Eksan Difinubun,Omong kosong surveinya,2
2023-05-05T16:06:38Z,Meliana Virginia,GANJAR MAHFUD ❤❤,2
2023-05-05T18:52:48Z,Bapa Rohim,Siapapun wapresnya <br>Yg penting asli nkri,0
2023-05-05T16:34:53Z,Indro Pramudianto,Semoga wapres nya nanti beliau sangat setuju,0
