publishedAt,authorDisplayName,textDisplay,likeCount
2023-05-06T06:00:52Z,Laurentius Samosir,"Kaum nasionalis benteng NKRI! Mari kita kepalkan tangan dan singsingkan lengan baju. Kita menangkan Bung GANJAR PRANOWO menjadi Presiden NKRI penerus VISI, MISI, dan PROGRAM-PROGRAM Presiden Joko Widodo untuk INDONESIA MAJU.<br><br>Ganjar Pranowo yang paling dekat dan sangat perduli dengan wong cilik seperti Jokowi. Ganjar Pranowo itu relijius dan anti radikalisme. Ganjar Pranowo Presiden NKRI 2024. <br><br>Ganjar Pranowo tidak ada kaitan dengan rejim otoriter ORDE BARU yang akan melahirkan kembali kejahatan dan kekejian ORDE BARU.",0
2023-05-06T06:00:23Z,ROHMAT RORI,Alhamdulillah....<br>Semangat SELALU UNTUK Mendukung Dan Memilih Pak Ganjar Pranowo ❤️🙏💪🇮🇩🇮🇩🇮🇩🇮🇩,8
2023-05-06T06:00:18Z,gonzales 1927,Alhamdulillah....,0
2023-05-06T05:59:03Z,Laurentius Samosir,"Kaum nasionalis benteng NKRI! Mari kita kepalkan tangan dan singsingkan lengan baju. Kita menangkan Bung GANJAR PRANOWO menjadi Presiden NKRI penerus VISI, MISI, dan PROGRAM-PROGRAM Presiden Joko Widodo untuk INDONESIA MAJU.<br><br>Ganjar Pranowo yang paling dekat dan sangat perduli dengan wong cilik seperti Jokowi. Ganjar Pranowo itu relijius dan anti radikalisme. Ganjar Pranowo Presiden NKRI 2024. <br><br>Ganjar Pranowo tidak ada kaitan dengan rejim otoriter ORDE BARU yang akan melahirkan kembali kejahatan dan kekejian ORDE BARU.",0
2023-05-06T05:47:20Z,Krisna Preset,Ganjar pranowo OKE.....,0
2023-05-06T05:39:36Z,jul yani,"Jika anis kalah di putaran pertama, saya yakin prabowo menang. Dikarnakan suara anis pasti pindah ke prabowo. Tapi ganjar tetap msih bisa bersaing",0
2023-05-06T05:36:25Z,Rakyat Bersuara,"Aneh bin Ajaib. Survei dengan Sampel 1000 orang di jadikan pegangan. 😂<br>Sementara Poling Terbuka ( memberi suara langsung) oleh ratusan ribu, bahkan Jutaan orang ga di jadikan indikator  elektabilitas siapa tertingi. Lucu ga coba??😅😅. Akal sehat mana yg bisa terima???. 😂<br>1000 sampel VS Ratusan Ribu poling terbuka. Memberi suara langsung??.<br>Masa TIMNAS Menang 10 kosong. Tapi dihitung 1 kosong. 😂😂. Ya tuhan....",1
2023-05-06T05:28:51Z,A10 Duos,Bayar uang brapa lembaga surve nya😂😂😂😂,1
2023-05-06T05:27:46Z,sdz,"Hasil Survei Independen hasilnya tdk jauh beda bila pilpres diselenggarakan.  Kalo sdh tau potensi menang besar,  ngapaen milih yg elektabilitasnya rendah. Gitu lho logic simple nya.  Ayok merapat ke Ganjar wahai kln yg masih ragu😊",0
2023-05-06T05:27:36Z,Rakyat Bersuara,"Sudah lah jangan lagi bikin rakyat ngakak😅. Sekarang bukan tahun 2019. Hampir 270.juta Rakyat Indonesia semua udah pada pegang HP dan telah melihat dimana mana, bahwa bukan survei tapi Poling terbuka di Semua medsos., mulai dari  facebook, tiktok, Youtube.dengan Respon poling terbuka  ratusan ribu orang. Bukan sampel seribu orang. Dan dimana mana Hasinya Anis menang Telak 80℅ sampa 90😅😅😅. Sampaikan Ke Yg Endors Ganjar  dan prabowo. Ga usa terlalu panik undang ketum ketum partai sana sini Untuk kalahkan Anis. 😅😂😂. Ntar publik menilai terlalu kelihatan Panik karena Kekuasaan akan segera Runtuh 2024.😅",0
2023-05-06T05:18:13Z,Delta Pujangga,jangan mengulang sejarah arogan...ayoo  dukung Prabowo Presiden,0
2023-05-06T05:17:16Z,Ahmad Rifai,Semoga menang semua,0
2023-05-06T05:08:45Z,jhonny tupan,"Rakyat indoneisia tidak meliat lagi serfei tingal meliat ,2024 tetap prabowo presiden ini kan permainan bola ,u20",0
2023-05-06T04:54:00Z,Lalu Nas,"Mantap pak ganjar, mudahan amanah jujur, merdeka",2
2023-05-06T04:52:56Z,Fajar Nugraha,Survey abal abal,1
2023-05-06T04:40:17Z,MUST WE WITH,Pilihan boleh beda tapi masyarakat yg cerdas pilih yg benar2 berprestasi,0
2023-05-06T04:39:39Z,jonbudi,ok,0
2023-05-06T04:32:41Z,Awe Tiga,"Prabowo orang yang tepat untuk memimpin negeri ini setelah jokowi mengatasi konstetalasi  global. Pertarungan global, perekonomian global. Maaf, anies dan ganjar belum punya kapasitas itu. Pemimpin merakyat beda dengan pemimpin Berjiwa negarawan untuk rakyat. Prabowo Negarawan untuk rakyat. NKRI harga mati.. 2024 Prabowo presiden🇮🇩",0
2023-05-08T05:53:45Z,Awe Tiga,"@Karsiono 005 menjadi daerah kolam renang terluas 😂, biarkan banjir pak gub nanti surut sendiri yg penting tiktokan dulu toh",0
2023-05-08T05:49:35Z,Awe Tiga,"@ITE WAHYU apakah mendukung israel untuk kepentingan kelompok pribadi seakan membela nega islam. Bicara islam itu si ganjar suka nonton bokep, piyee😂, seorang pejabat publik sosok panutan suri tauladan",0
2023-05-08T04:09:38Z,ITE WAHYU,"@Awe Tiga mungkin penjajahan di atas dunia itu terkhusus untuk israel kali..<br>Kalau mau nolak rusia karena penjajahan efek nya ga signifikan <br>Tapi efek dari nolak israel itu buntut nya indonesia gagal jadi tuan rumah pildun <br>Negara rugi,generasi muda rugi,mau memerdekakan negara orang, tapi tertindas di negara sendiri oleh rakyat sendiri",1
2023-05-08T02:45:04Z,Awe Tiga,"@ITE WAHYU banyak yg bilang berjiwa nasionalis karena bersikap penjajahan diatas dunia harus di hapuskan, kilas balik ke G20 kok pada diam kehadiran rusia ya",0
2023-05-08T00:40:28Z,ITE WAHYU,"Terus kabarnya indonesia rugi triliunan gar² pak ganjar,,tidak mau menerima israel pada pildun u20",0
2023-05-06T04:25:02Z,maryati 123,MANTAP MASEEEEE GASPUOL,0
2023-05-06T04:14:27Z,Tiger Vega,Jadi ingat survai waktu pemilihan gubernur DKI..di saat itu pendukung pak ahok amat sangat percaya diri secara dari PDI pasti akan menang pak ahok.karna hasil survainya slalu peringkat teratas dan pak anis terendah.tapi tangan allah akan melindungi dan di beri kelancaran ke pada pemimpin yg bersungguh sungguh utk rakyat.ternyata pak anis menang....allah akan slalu melindungi pemimpin yg benar2 niatnya hanya utk rakyat....<br>innsaallah☝🏼,15
2023-05-08T03:40:04Z,Ani AW,"2024 mindset dan karakter bangsa tetap sama untuk pemilu,yakin tdk akan ada perubahan, pembangunan yg terlihat hanya fiktif untuk menutupi kebobrokan yg ada,, siapa pun presiden nya mesti nya kita lebih smart dan bijak dalam memilih,,capres yg benar2 punya karakter tegas ,bukan dibayang2 i dan di bawah tekanan ketum partai,, semestinya kita bersatu demi NKRI tercinta tetap jaya,, karena siapapun pemimpinnya, rakyat Indonesia yg akan merasakan nya... kenapa kita tidak mempersiapkan nya dr sekarang,,",0
2023-05-07T12:50:21Z,Rdn Nids,"Ini Indonesia drun, bukan DKI....<br>DKI markasnya kadrun...mereka leluasa demo berjilid jilid di DKI.",0
2023-05-07T07:15:51Z,yani -,Ada kejadian luar biasa yg merubah semuanya karena p ahok tersandung penistaan agama..,0
2023-05-07T03:17:21Z,samsu din,Sekarang se indonesia.........jdi jan ngimpi...bravo pak ganjar,0
2023-05-07T00:17:50Z,H A,"@Tiger Vega <br>Cepat tobat bro, anda ikuti aliran sesat.<br>MENOLAK LUPA.<br>Kaum yang senang caci maki, omong kotor, menghasut di dalam mesjid, tebar fitnah dan adu domba.<br>Kaum yang teriak &quot;Penggal Kepala Jokowi&quot;.<br>Hoaks Menang Pilpres 62 % hingga terjadi kerusuhan dan korban jiwa.<br>Hoaks Sarumpaet untuk membuat kerusuhan dan Perang Saudara di indonesia.<br><br>Kaum yang fitnah Presiden Indonesia PKI dan LGBT.<br>Menghina dan olok2.<br><br>Larangan menyanyikan lagu Indonesia Raya.<br>Larangan hormat bendera.<br>Memecah belah muslim dengan olok-olok Muslim Nusantara.<br>Mengolok2 Pancasila.<br>Membenci Nahdlatul Ulama (NU).<br>Masih banyak lagi.<br><br>Pengusung Negeri Khilafah telah hancurkan Negara2 Islam Suriah, Iraq dan Yaman.<br>Inilah Musuh Islam sesungguhnya.<br>Pengikut HT di Arab Saudi dihukum mati.<br><br>PKS / HTI / FPI yang semuanya dipimpin wan abud, sudah jadi bahaya laten indonesia.",0
2023-05-06T04:10:13Z,deAthoo_Channel,"Prabowo Capres terkuat, head to head thd ganjar maupun anis pasti akan menang",0
2023-05-06T04:05:31Z,Tom Jerry,Kalau saya jadi tukang survei elektabilitas Anis B  pasti saya katakan Anis B yg teratas...,0
2023-05-06T08:00:58Z,backbone,@Tom Jerry lahh...buktinya apa?,0
2023-05-06T07:57:21Z,Tom Jerry,@backbone kalau memilih presiden lain dari Anis siap2 untuk di bohongi lagi...,0
2023-05-06T05:40:45Z,backbone,Anies bohongin warga jakarta dgn buat strategi marketing rumah dp 0 Rp yang bulshitttt....👎,0
2023-05-06T03:58:47Z,muhammad Nur Syams,Anies Rasyid Baswedan presiden kita 2024,1
2023-05-06T03:54:53Z,Supri Adi,"Kq elektabilitas parpol angkanya 28,9% semua...... 👎👎👎👎👎",0
2023-05-06T03:53:50Z,Noldy auna,Anies Baswedan Ok,1
2023-05-06T03:53:18Z,Noldy auna,Anies Baswedan Ok,1
2023-05-06T03:48:35Z,Ira Wati,❤ter ganjar ganjar,0
2023-05-06T03:48:19Z,mukhlis amir,Pak ganjar duwet sama pak giring saya yakin surveynya pasti tambah meroket,1
2023-05-06T03:43:13Z,Eliandi Tjung,GANJAR PRANOWO RI 1👍👍👍,1
2023-05-06T03:32:07Z,UNTUNG S,Ganjar penerus pak dek 💪,1
2023-05-06T03:22:53Z,Imam Syafi i,Siap pilih pk ganjar,1
2023-05-06T03:22:24Z,Fadlon RJ.A,Kmi di Aceh 80%mendukung pak anies,0
2023-05-06T03:19:34Z,Nurhidayat,🤟🤟,0
2023-05-06T03:15:41Z,mas thofik,Joss ganjar,0
2023-05-06T03:15:15Z,S. Lukman244,"Survey abal&quot;, pecah perut para lembaga survey kekenyangan..",1
2023-05-06T03:15:13Z,Joss Ivan M,PRABOWO TETAP TERBAIK👍👍..,0
2023-05-06T03:12:51Z,gunawan liwijaya,Ganjar tetap di hati,1
2023-05-06T03:08:07Z,Margaretha Yohana,Pilih Ganjar dong....❤,1
2023-05-06T03:08:06Z,arsyah saputra,Gass pool pak ganjar.....,1
2023-05-06T03:00:03Z,suprapto tewel,"Walaupu paling kecil &amp; terendah Survei y, tapi Anies paling di takuti&#39; &quot;Anies 👍",1
2023-05-06T02:58:09Z,Kim myungdae,Alhamdulillah selamat Pak Ganjar,2
2023-05-06T02:57:42Z,Wawan PJ,"Hebat LSI cerdas sesuai dg pikiran saya. Yg saya baca juga begitu. Pada akhirnya prabowo yg akn menang. Klo ingin satu putaran ya ganjar hrs mengalah untuk jd cawapres prabowo. Megawati hrs Mengalah skli2, kn prabowo sdh buktikan disiplin dirinya dan memgalahnya, sekrng gantian dooong. Masa cuma bisa nyuruh saja kpd orang untuk sabar, tp dirinya tdk sabar2. Apa kata dunia.",0
2023-05-06T02:48:45Z,putri,Basis prabowo disemua kalangan.pdi sdh ketar ketir jika prabowo masuk pencalonan,0
2023-05-06T02:46:29Z,putri,Putaran kedua terjadi,0
2023-05-06T02:42:39Z,Hamikua Aja,Ganjar Ganjar next ，RI 1,0
2023-05-06T02:40:25Z,Deni Aja,ARaB  (  Anis Rasid Baswedan )   Pas...,1
2023-05-06T02:36:24Z,Sumber Mandiri,Lakon metune keri tanpa gembor2 ganjar yesss,0
2023-05-06T02:36:19Z,Gigih Berbakti,Ganjar Pranowo yes.....subianto no,0
2023-05-06T02:36:11Z,Sutik No,"Sekali ganjar tetap ganjar   yg lain,,, NO,,,!!!!!",1
2023-05-06T02:35:01Z,Pak Warjo,Kaum buruh sama driver truk Indonesia gabung Ganjar,1
2023-05-06T02:33:59Z,Lioe Fung,No  1  prabowo  presiden  nkri .petugas  rakyat  th  2024 ...gerindra  menang  ❤❤❤,0
2023-05-06T02:33:24Z,Juse Mink,"Kenapa saya pilih bapak Anis Baswedan sebagai presiden, karena hanya di tangan beliaulah RUU perampasan aset koruptor bisa di sahkan, kalau jokowi gak akan berani karena partai nya yaitu PDIP menolak keras undang-undang tersebut begitu pun ganjar pranowo, yang sama sama di usung PDIP, secara pribadi saya himbau kepada seluruh warga negara indonesia yang menginginkan perubahan untuk kesejahteraan bangsa ini marilah kita secara suka rela mendukung koalisi perubahan agar koruptor bisa di tindak secara maksimal karena telah menyengsarakan hidup orang banyak di negeri ini",1
2023-05-06T12:44:38Z,Juse Mink,"@backbone faktanya arteria Dahlan menjegal RUU perampasan aset tersebut bahkan diruang rapat DPR dan di hadapan kemenkuham, Arteria itu adalah kader PDIP, yang anda bangga banggakan itu, menurutku PDIP itu adalah sarang koruptor",0
2023-05-06T05:50:21Z,backbone,"Lahh...emangnya untuk mensahkan UU itu cuman didukung oleh satu partai, perlu juga partai lainnya bro karena khan musyawarah untuk mencapai mufakat/ dengan pemungutan suara anggota dewan dari semua partai...jadi jangan menuduh partai pdi p gak.mendukung UU perampasan aset cuy!!!",0
2023-05-06T02:30:17Z,Ernawati 03,Prabowo yes,0
2023-05-06T02:30:15Z,ana sobirin,Skali prabowo tetap prabowo,0
2023-05-06T02:27:35Z,Dudi Prayogo,Insyaallah Anies Baswedan menjadi presiden RI 1 di tahun 2024,0
2023-05-06T02:27:24Z,Kunci Yayan,"Yg surfe nya di bawah biasanya bakal menang telak,",1
2023-05-06T02:26:15Z,Josh.F Tambunan,Pak ganjar the real penerus pak jkowi❤,4
2023-05-07T00:03:37Z,Josh.F Tambunan,@Mocci Occ itu perintah konstitusi partai&amp;negara kita utk tak bersahabat dgn palestina bos 😒,0
2023-05-06T22:58:01Z,Mocci Occ,kalau penerus Jokowi kenapa menentang Jokowi pada pildum U20,0
2023-05-06T22:56:34Z,Mocci Occ,presiden bokep,0
2023-05-06T02:22:26Z,Diki Aditri,Menolak Lupa Pildun Indonesia yang gagal😮,1
2023-05-06T02:20:57Z,Yogi Suwarno,Aurvey bayaaran ngak aeauai fakta laapaangan,0
2023-05-06T02:18:28Z,Iyan Sopyan,"Wkwkwkwk<br>Survei bayaran,<br>Rakyat gak ada yg percaya lagi",1
2023-05-06T02:16:50Z,Ganda Simanjuntak,Selalu..!! ??? Dasar penipu..,0
2023-05-06T02:15:45Z,adiva official,"Klo 3 Capres trus 2 Putaran,..Ganjar jangan Berharap Menang.",0
2023-05-06T02:15:25Z,Sahat Napitupulu,Dan akan tetap semakin naik dari waktu kewaktu sampai pendaftatan ke KPU.  Satu putaran..,0
2023-05-06T02:03:37Z,La ode Sukman,Surfei ji,0
2023-05-06T02:01:41Z,CREATORS709,Survei nya 1 2 tapi seperti takut sama nomor 3 😂😂😂😂,1
2023-05-06T02:01:31Z,Pangat Bador,Pak Ganjar Pranowo Yeeeeeeess.....👍👍,1
2023-05-06T02:00:22Z,Agus Sulaiman,Hari gini masih percaya survei,1
2023-05-06T01:59:38Z,Mama Dhanie,Tetap Pak Ganjar pranowo ❤,1
2023-05-06T01:58:57Z,Sao Dah,Pilih kang Ganjar gk bakal menyesal,0
2023-05-06T01:56:41Z,La' Viory,Semoga saja dukungan utk bpk Ganjar Pranowo semakin bertambah byk utk menuju RI.1,36
2023-05-07T22:30:00Z,N Meci,Jadi ingat pilgub dki. Hasil survey anies ditempatkan di urutan buncit tapi akhirnya jadi pemenang😂😂,0
2023-05-07T15:28:50Z,anggo putin,Amin,0
2023-05-07T04:23:57Z,YuUan,@dapit nurpalah dripda meramal orang lain atau meramal pemilu alangkah baiknya jika bsa meramal ramalah diri sendiri dulu siapa tau bsa tau kapan maut menjemput agar bsa bertaubat dan berbuat baik serta memanfaatkan waktu untuk beribadah 👏,1
2023-05-07T04:15:53Z,dapit nurpalah,@YuUan bukan fitnah bang tapi saya meramal dan bermimpi 🤣🤣🤣bahwa ganjar bakal berduet sama Erik tohir. Dan dimenangkan kpu,0
2023-05-07T00:56:09Z,Kurniadi,Amin,1
2023-05-06T01:54:22Z,AH OK,Yg pasti 2024 PARTAI ORBA NEW CUSTOM VS PARTAI WONG CILIK😊,0
2023-05-06T01:50:55Z,moh giri,CERVEI ABAL ABAL ...<br>RAKYAY SUDAH PINTAR JANGAN KALIAN BODOHI MIN .,0
2023-05-06T01:50:04Z,Guno Gumowongso,Ganjar pribumi asli prabowo campuran cina anis yaman yg pasti pati urip melu ganjar pro rakyat yg tak punya masalah yg setuju lek sebanyak banyaknya,0
2023-05-06T01:22:38Z,IQBAL,Kami mendukung penuh pak ganjar.... Semoga succes.,1
2023-05-06T01:15:47Z,Fahrur Rozi,Kok Sik manis smkin mnrun😂😂😂,0
2023-05-06T01:13:35Z,Uun Nurhayati,"Jangan memaksakan diri, hanya buang uang rakyat, tolong pangeran dunia detik ini cuma 1👍💯🙏 please lihat medsos please...",0
2023-05-06T01:12:18Z,Uun Nurhayati,"Udah jangan pura2 buta, dan bodo semua orang baik anak-anak kecil dan dewasa serta orang tua tinggal lihat medsos, please jangan bodoh atau pura2 buta liat medsos sekarang please...mks",0
2023-05-06T01:10:50Z,Uun Nurhayati,"Lihat medsos, jangan memaksakan diri, pangeran dunia detik ini 1 tidak banyak, tolong ngapain cuma buang waktu dan uang pemerintah daerah dan pusat tolong lihat medsos please...mks",0
2023-05-06T00:56:49Z,Rafanda 2018,ora milih ganjar,2
2023-05-06T00:54:07Z,Abdul Chanel,"5,7 % sampai 8,7 % 2024 ganjar yes",1
2023-05-06T00:51:43Z,Nazfudin Zaky,JARJI ganjar siji ganjar kabeh ❤,6
2023-05-06T01:53:14Z,Pangat Bador,Siaaaaap....Ganjar Pranowo Notonegoro...👍👍,1
2023-05-06T00:58:51Z,Rafanda 2018,ora,0
2023-05-06T00:43:12Z,Shafa Phone,Anis mundur aja dr pada nanti malu.,0
2023-05-06T00:40:25Z,Manan Sidikk,Hoax gx nih...wkwkwk,1
2023-05-06T00:32:16Z,Embahfreedom,Sejarah mencatat presiden tetap  dari jawa ini fakta bukan Hoax<br>Suku apa saja dari nusantara bisa jadi presiden asal ada gerbongnya ada dukunganya pasti bisa jadi presiden  NKRI.,0
2023-05-06T00:22:23Z,Dapur IJT tv,Ha ha sorve Abal Abal,1
2023-05-06T00:21:55Z,Dapur IJT tv,Prabowo yessss 2024,0
2023-05-06T00:18:52Z,Boy Andiek,"Head To Head Ganjar Pasti Keok 😀😂<br>Di pilpres Kali Ini Saya Akui,Prabowo Yang Di untungkan.karena Dia Diposisi Tengah. Biar Cebong &amp; Kampret Gak Terbelah trs, slalu Narasi Kebencian Mulu.",1
2023-05-06T00:14:56Z,moh giri,Servei bohong ... emange rakyat bodoh kalian bhongi.,1
2023-05-06T00:09:12Z,merkurius band,Ganjar 🔥🔥🔥🔥,2
2023-05-06T00:06:13Z,Farianus Bereck,Ganjar Pranowo RI 1,0
2023-05-06T00:05:18Z,Siganteng Kalem,Siaapa yg disurpeynya bos...dari dulu yg disurpeynya orang itu itu juga...hasilnya ya pasti sama ..dasar surpey abal abal,1
2023-05-06T00:00:06Z,Lehon Abhid,ganjar RI 1,1
2023-05-05T23:57:21Z,Agus Salim,Survei abal abal tuh,1
2023-05-05T23:56:22Z,Mahmudin Mahmudin,Alhamdulillah anies semoga konsisten sampai selesai pemilu diposisi buncit.,0
2023-05-05T23:51:54Z,adel,"Waspada jangan berpuas diri dulu, tetap kita berusaha semaksimal mungkin meninggalkan jauh Prabowo dan Anies.. diprediksi pilpres dilakukan 2 putaran , ingat pengalaman Pilgub dulu di Jakarta dimana BTP dikalahkan saat putaran kedua digelar.....!!?",2
2023-05-06T00:21:24Z,adel,"Ingat pengalaman Pilgub Jakarta , dimana BTP cs dikalahkan Anies cs pada putaran kedua dgn politik identitas nya , waspadalah , jangan berpuas hati , tetap berusaha ...!!!",1
2023-05-05T23:59:21Z,Mawar Merah,Doa dr RAKYAT INDONESIA Smg ALLAH mengirimkan  pak GANJAR jadi presiden RI....<br>AMIN...🤲🤲<br>ALLAH maha kuasa....<br>ALLAH mh adil....<br>Klo ALLAH sdh berkenhendak pak GANJAR jadi Presiden siapa yg bisa menghalangi....??<br>Mamusia manapun  gak bisa menghalangi...!!<br>Paham km....!!<br>☝️☝️💥💥,1
2023-05-05T23:46:53Z,Ked Mulyana,Ganjar selalu memimpin,2
2023-05-05T23:45:37Z,Tirta Aruem,Puji Tuhan mga yg jdi no 1 terus pak Ganjar Pranowo yg jdi presiden 2024 Amiin3,1
2023-05-05T23:44:49Z,Erwin Santoso,Maaf saya tidak yakin dan ragu dng survei2 itu.....coba adakan survei atau polling live terbuka jadi semua orang bisa ikut survei.....,0
2023-05-05T23:44:28Z,engelhart bental,Gp presiden 2024,0
2023-05-05T23:32:58Z,Heru Budi,"alhamdulillah, inshaAllah di 2024 pilih Pak Ganjar.",11
2023-05-07T02:21:27Z,Mocci Occ,Nonton bokep bersama,0
2023-05-05T23:32:05Z,sulastri lastrii,Alhamdulilah pa Ganjar <br>Pasti persiden 👍,0
2023-05-05T23:31:46Z,Zainal Wahid,Selalu teratas karna titipan dan dibayar,1
2023-05-05T23:27:12Z,偉大的中國,"Prabowo ataupun Ganjar, yg penting bukan Capres pungutan impor..",0
2023-05-06T05:41:14Z,backbone,Ganjar aje ah,0
2023-05-05T23:24:01Z,Mawar Merah,Alhamdulillah pak GANJAR sll unggul survaynya....!! 🙏🙏 Ya....ALLAH 🤲🤲 tolonglah rakyat INDONESIA ini kirimkanlah pemimpin yg benar2 iklas &amp; tulus untuk memimimpin &amp; melayani RAKYAT Indonesia....ya ALLAH.....🤲🤲<br>Pak GANJAR ....☝️☝️👍👍yg sll di tunggu2 Rakyat Indonesia smg engkau kirimkan ya ALLAH.....!!<br>AMIN....🤲🤲,2
2023-05-06T23:00:25Z,Mocci Occ,Yg dukung adalah para pecinta film bokep,0
2023-05-05T23:16:12Z,Nelson Nelson,Ganjar P,1
2023-05-05T23:11:52Z,Tarsan Auo,Prabowo menang 2024,0
2023-05-05T23:11:13Z,Naim Sheva,Salam metal bos Ganjar<br>..kembali reborn.,0
2023-05-05T23:09:38Z,Bang Baron,Kadrun pasti klojotan,0
2023-05-05T23:03:53Z,Adi Eff,Ganjar penerus program jokowi. Ayo rapatkan barisan dukung ganjar❤,1
2023-05-06T10:28:46Z,Adi Eff,@Rafanda 2018 bukit barisan 😁,0
2023-05-06T01:05:17Z,Rafanda 2018,barisan apa,0
2023-05-05T22:57:32Z,Khairil Anwar,Non sen ganjar selalu diatas,0
2023-05-05T22:56:30Z,M rifaldy alanda,Lawan berat pak ganjar prabowo kalo anis sekelas pilgub aja masih bisa menang,0
2023-05-05T22:33:18Z,KiddzChnl,Taek PDI RA BAKAL MENANG,0
2023-05-05T22:32:53Z,DOT ID,AH...ITU POLITIK KAMPANYE.<br>👇<br>BAYAR LEMBAGA SURVEY UNTUK NAIKAN JUMLAH SURVEY.<br><br>RASUAH ITU SUDAH MAKANAN PARPOL.,2
2023-05-05T22:26:34Z,Amel Delifa,"KALAU KATA GURU-GURU ,<br>Biar anak bahagia , nilai nya 9 pun , tetap harus di sebut Nilai 1😂, <br>soalnya nanti anak takut ngamuk-ngamuk....😅😅😅",12
2023-05-06T12:13:49Z,Nur Wati,Survey abal-abal 😅😅😅😅😅,0
2023-05-06T11:59:15Z,Ardi Aja,Jijik milih org yg suka nonton bokef,0
2023-05-06T10:15:17Z,Badawi Al Khatiri,"Nanti kalau ganjar menang dan pdip hatrick lagi, dituduh curang lagi, fitnah dan hoax lagi, berkata dan berdoa buruk lagi, nyalahin Tuhan lagi, gak percaya takdir Allah SWT lagi, sampe kiamat gitu aja terus kadrun yaman kelakuannya gak tobat2.. Wkwkwkwk... Cuakks",1
2023-05-05T22:22:20Z,Jajat S,Semoga yohanes anus nyungsep,0
2023-05-05T22:20:27Z,Karyandi,"Yang penting, asal bukan Anies.. <br>😆😆😆",0
2023-05-05T22:18:38Z,Sabilul Rosyid,Bismillah Pak prabowo  Ri 1Aamin,1
2023-05-05T22:15:31Z,Iskandar Cowok,Dia ambel suara y dri mna<br>Ku GK merasa meleh,0
2023-05-05T22:10:06Z,wagiyo dini,"Saya. Keluarga besar saya dan mahasiswa saya juga pilih Ganjar karena ganjar satu2nya calon pribumi, dia yang mewakili kita.",4
2023-05-07T02:22:56Z,Mocci Occ,Nonton bokep bareng disenayan,0
2023-05-05T22:07:54Z,Jajang Zakaria,Hebat petugas partai survei nya tinggi,2
2023-05-05T22:04:42Z,Alber Ratung,Ganjar yes💪,2
2023-05-05T22:03:35Z,anto Manuntung,Hny pk Ganjar yg mampuu terusknn perjugan pk Jokowi,2
2023-05-05T21:52:56Z,Joko Warung,Aku tetap GP,0
2023-05-05T21:52:50Z,Yazid Mahfudz,Yg penting Anis tdk turun ke peringkat 4,0
2023-05-05T21:48:32Z,wulandari tari,Insya&#39;allah tuhan<br>Masih mencintai negeri ini.<br><b>Ganjar Prabowo</b> akan menjadi presiden 2024<br>❤❤🤟🤟💋💋,1
2023-05-06T12:45:15Z,Heri Alfaridzi,Ribet dah klonpetugas partai,0
2023-05-06T00:15:42Z,adel,"Jangan dulu berpuas diri, kontestan lain masih dapat mengalahkan Ganjar dan pasangan nya pada putaran kedua , belajar dari pengalaman Pilgub Jakarta dulu ( Anies dgn politik identitas nya ) ....",2
2023-05-05T23:26:56Z,Mawar Merah,AMIN.....ya ALLAH.<br>🤲🤲,1
2023-05-05T21:45:55Z,Pemirsa Budiman,Biasaaa.. jagoan kalah duluan.. semoga Anies yg menang agar Indonesia jadi lebih baik,1
2023-05-05T21:41:34Z,Teddy April,"Arteria Dahlan pernah keceplosan,dan kalian masih percaya lembaga survei 😆",2
2023-05-05T21:34:06Z,Andi Brebes,Mantaappp 👍👍,2
2023-05-05T21:26:59Z,WAF ID,GANJAR DAN BU GANJAR YG CANTIK .. PRESIDEN AMIN ❤,1
2023-05-05T21:21:55Z,DIKA98,Alhamdulillah semoga pak ganjar jadi presiden ri di 2024.,1
2023-05-05T20:50:16Z,RIKI ANTONIA,Ganjar Pranowo terbaik ❤️,8
2023-05-06T20:22:52Z,RIKI ANTONIA,@Sofyan Wijaya TAI WKWKWK,0
2023-05-06T12:40:39Z,Sofyan Wijaya,Terbaik nya dmn ? <br>Siap2 2024 untuk kehancuran banteng<br>Kalian udah bikin negara hancur,0
2023-05-05T20:40:58Z,Widayat Ir,"Alhamdulillah,aamiin YRA.",3
2023-05-05T20:34:59Z,Hadi Salim,"great news, yg penting asal bukan yaman ayat mayat.",0
2023-05-05T20:22:54Z,Murwani Dewi,pendukung p ganjar lebih banyak yg tidak bersosmed...jadi survey yg dimenangkan p prab...??????,0
2023-05-05T20:03:36Z,Jack W,PAK GANJAR !!!!!!!!!!!,1
2023-05-05T19:59:46Z,Apriyandi Kelana,Ganjar Pranowo.                &quot;Topmarkotop-lah&quot;!!,2
2023-05-05T19:59:18Z,Dapur Vanna,"Coba kalian mampir ke TV sebelah malah survey gini.. ngakak, bengek saya baca komentar mereka yg disebelah..",0
2023-05-05T19:52:10Z,Eight Ape,"InsyaAllah Pak prabowo next president 2024,,, kemungkinan Akan Ada putaran 2 ,,,Dan survey membuktikan Pak prabowo pemenangnya✌️✌️✌️",0
2023-05-05T19:51:23Z,ahmad khoirudin,Ganjar the best,1
2023-05-05T19:49:15Z,Nano Romansyah,Prabowo,0
2023-05-05T19:47:03Z,Ubay Call,Prabowo presiden top 2024,0
2023-05-05T19:43:56Z,muhammad baihaqi,Garis tangan presiden yaaa ganjar. <br>Prabowo realistis laaah. <br>Yohanis ahlinya gali sumur,0
2023-05-05T19:31:09Z,Fajar Dwiono,ganjar presiden.,2
